Number1,Number2,Number3,Total Sum
,,,0
466.8569560131073,,1132.3781167280313,1599.2350727411385
,,,0
368.5577501595004,1068.39516398348,937.4845886763715,2374.4375028193517
807.3928297409708,827.6537857328736,1483.8143732911276,
509.8395297410374,1435.8024950765664,1372.5383427943075,3318.180367611911
275.186190067617,1107.1459920822956,,
973.086483645481,1530.958498983307,1670.6411774218939,
761.0722144230349,1444.1145644461635,1249.4932727035211,3454.6800515727195
431.94929944274924,1408.3191657613415,1287.3110472927622,3127.579512496853
58.78215107357447,77.17501632491529,840.8792073526847,976.8363747511745
,,,0
130.98956050297164,466.21551207299643,1109.4322029277782,1706.6372755037464
125.94508343367377,909.2092857432299,267.86171878510197,1303.0160879620057
178.77028188557225,813.4666220979725,648.5175736574553,1640.754477641
960.8495659288172,1413.3505046223524,1284.4116795629488,3658.6117501141184
782.3328244352431,1720.3670202094136,1546.4371666923666,4049.137011337023
538.192066238579,,,
288.0048196818115,1164.6661600511745,959.7617742652355,2412.4327539982214
909.7844301266214,1490.5070225540826,1480.6593309638401,
866.2808083474907,1067.1873939233901,969.0744484542296,2902.5426507251104
575.3037813622166,,1572.8892394181507,2148.193020780367
821.8338390163877,1353.5952596302934,1801.5030789775014,3976.9321776241827
318.3688507527218,696.9071931243283,1232.7182938448666,2247.9943377219165
248.04391046864228,338.1651689838491,1032.3098968806974,1618.5189763331887
378.1995343689942,1349.717253245685,497.42070770452955,2225.3374953192088
629.7256831304982,936.2237313111573,673.2285211453664,
185.3811451787588,250.9488489094366,799.4330308022313,
,,,0
338.1032336802587,770.6949173482686,,1108.7981510285274
141.12558575679094,478.9205725815548,,620.0461583383458
203.56213056084508,,860.464455990783,1064.026586551628
253.6916005576305,,844.4805901287065,1098.172190686337
333.8707446278074,362.7121703151257,870.3389271902763,1566.9218421332093
498.71332173883286,1493.3634591495872,790.7466413984537,2782.8234222868737
914.3813859364797,1223.0801615527896,1063.7994077861151,3201.2609552753843
,,,0
825.1488590621067,1491.5344488079857,1453.9535798334025,3770.6368877034947
842.2669487388864,1167.703620997367,1336.8925726869968,3346.86314242325
429.9367413907786,807.4147338366533,1209.0659595240752,2446.4174347515072
800.5755219945476,1641.3313807685374,1055.0435863301745,3496.9504890932594
554.0138916498697,1335.665528285852,811.5760495108054,2701.255469446527
554.8977180669564,990.2818815762919,842.4542868970577,2387.633886540306
847.5966193007677,1733.6040683134756,1226.272470740504,3807.4731583547473
468.90421708952584,,1287.0648546081088,
836.3788018189409,1095.6859306857027,1299.6719186761457,3231.7366511807895
258.6362177316061,1117.5197504178907,318.9359316072863,1695.091899756783
288.43372768778505,1024.963807273751,831.4481091965229,2144.845644158059
587.7529360170332,1081.4058982916374,1247.85261995978,2917.0114542684505
317.62609186935896,1056.5435787813349,,1374.169670650694
311.86359730284926,679.7651607165544,,991.6287580194037
186.342514699987,189.8465847279391,481.1235502757655,857.3126497036916
27.394178470722867,,699.012952171324,726.4071306420468
135.74089143365705,,745.395055785285,881.135947218942
189.7929783397312,1148.7884237347243,502.46415478249287,1841.0455568569485
997.2489365535423,,,997.2489365535423
159.52432013868855,619.1387343063755,981.6320346119567,1760.2950890570207
240.65711272102027,595.4187185891157,,836.075831310136
555.1968391360941,982.1517197725809,776.4077883041465,2313.7563472128213
,,,0
753.6039426035919,1480.9790817271078,1095.723798729563,3330.3068230602626
147.6512468264267,798.1058227852219,,945.7570696116486
971.878335152464,1684.845835610145,,2656.724170762609
568.3950819228028,1320.6493562042513,1307.041550881202,3196.085989008256
432.98053832539466,1204.559066822539,648.8670515557191,2286.406656703653
219.94856766782254,301.44214041956064,478.49044446497004,999.8811525523532
668.0489393839574,1260.381696627925,1412.1540316196097,3340.5846676314923
779.4276266279694,960.695272320429,827.062507588513,2567.1854065369116
120.2054133301513,959.2497803236128,781.5148607718643,1860.9700544256284
115.61056649136479,562.0937962494093,937.8233428388004,1615.5277055795743
964.8979465802578,,,964.8979465802578
94.8019488643812,672.3552218029457,568.7236215283967,1335.8807921957236
628.3838071542889,1563.826183091005,1295.3899516710194,3487.5999419163136
895.7799591324755,1404.7932888331916,1073.9357570197049,3374.509004985372
165.65376245311745,213.46856378362077,421.61565524579726,
717.8692253804695,1208.0114408636969,952.5203647010076,2878.401030945174
127.69662389506584,291.3054433231564,,419.00206721822224
,,,0
742.504514806051,1309.5672895962089,1731.1412817299936,3783.2130861322535
335.06513298595627,1161.579679635402,676.9877291903938,2173.632541811752
842.5650906165947,1174.4074590475473,1660.851740967882,3677.824290632024
109.75796968618297,621.4365866554547,402.6529010959449,1133.8474574375825
787.5576751188266,1504.1979698053806,1507.667793619709,
567.1810443773662,577.074409620112,759.7127916525562,1903.9682456500345
421.14367344983253,789.1328352483317,1294.5898486689098,2504.866357367074
904.4505125218882,,1048.547457324707,1952.9979698465952
76.30259888435018,427.68493913274625,890.8062801423955,
483.50790484917036,1458.9743752273498,1339.345076250967,3281.827356327487
284.3640366774612,388.3054021201113,669.9208855906697,
35.99675925712549,757.925295567587,343.19545096554725,1137.1175057902597
307.43649683179626,641.2196483170868,621.2971818986495,1569.9533270475326
809.5673213511577,1113.8484484872813,956.3048528738263,2879.720622712265
859.1664398752157,1773.1871199939965,1796.6817999845252,4429.035359853738
,,,0
772.9404718733903,1002.9687053356718,1534.7572883387702,3310.666465547832
647.375075887435,1035.5927704324004,1078.6941272443323,2761.6619735641675
906.6039988737605,1343.5629082344003,1251.6721976639947,3501.839104772155
85.05032551884813,,134.56938302322402,219.61970854207215
397.80936667983474,,788.6228617198188,1186.4322283996535
582.6181059070134,1502.7273597482542,972.5645099380197,3057.9099755932875
834.5544983831495,1252.8313218057879,,2087.3858201889375
190.81553432235114,587.3936359846507,,
469.1450882601372,679.3369830768889,1105.2987141495387,2253.780785486565
,,,0
95.95549783744188,563.7769397451989,809.4553961419152,1469.187833724556
848.4333397022991,1475.2332937666147,1663.7335565570204,3987.400190025934
60.97243203221669,971.2025946015805,364.9454118998325,1397.1204385336296
633.6138907161093,1431.6281195420202,940.1221075375397,
967.7555915547564,,1805.4662582244855,2773.221849779242
887.6169794731692,,1758.0525680017226,2645.6695474748917
479.902860329137,1065.0995726644621,,1545.002432993599
694.2651535082003,810.3175919407887,1051.7899434344977,2556.3726888834867
479.5622422105183,1354.0000182734111,,1833.5622604839295
419.4378707271106,436.2940717003452,1311.9531930171468,
848.1738839879466,1835.7023318580787,1844.8142337938891,4528.690449639915
780.9327879903799,1427.0396547737266,848.8259407801153,3056.798383544222
954.2304255069155,1340.6606433858537,,2294.891068892769
637.6088817419728,1617.7708294214458,,2255.3797111634185
82.27236886646233,613.431721750588,701.5740950038585,1397.278185620909
686.1895962640774,1211.3652226498416,952.4031272471507,2849.9579461610697
109.91120946244274,460.3147165618489,991.9064556109231,1562.1323816352146
,,,0
165.4991232132901,620.1411762311975,1008.7312678697197,1794.3715673142074
,,,0
978.5894097907848,1025.5613778618458,1364.035941352022,3368.1867290046525
823.7383887926408,1444.0435383616077,1124.0365775846817,3391.81850473893
666.684414827852,,1086.0553370577773,1752.7397518856292
205.50147965009467,929.7700012940842,,1135.2714809441788
900.8259772081067,923.0496685340952,1875.6766906196804,
365.62723391754975,756.3120706378794,486.87672067626835,1608.8160252316975
12.47968529456977,,745.3766915366541,757.8563768312239
785.7035106248987,1424.3888721502867,1445.5513335779124,3655.6437163530977
669.6675939031127,1112.5076328342277,793.4647440066325,
455.2558286988487,760.4877433074187,693.1579177457705,1908.9014897520378
463.2584053345235,1067.7613989167392,1011.2111499047724,2542.230954156035
668.5797531255664,1034.1177006368484,1005.4966378534543,2708.194091615869
880.2454617234363,1096.1048997817795,,1976.350361505216
641.15829039614,1587.1939456673715,1170.072634253416,3398.424870316928
535.0166268995602,999.6900827842812,576.4093791761493,2111.1160888599907
368.93558388619743,482.03778982358,524.9313728833789,1375.9047465931562
988.7198173402361,1282.5938077206847,1240.1665227125457,3511.4801477734663
401.08954529142636,1198.1964673590214,487.4555844228286,2086.7415970732764
202.08423418058223,678.9597703564543,748.4620531539197,1629.5060576909561
200.6300935710398,656.9366240461359,,857.5667176171756
776.8912950900485,1726.0040523563107,902.5210226205437,3405.416370066903
796.2210916345063,1389.5175845977733,1702.5658388724326,
987.6726027190872,1425.1826161010822,1321.7724714825279,3734.6276903026974
990.7105333636044,,1331.1511592883935,2321.861692651998
768.589018343065,907.692425556922,1173.6222701664435,
817.8196039379085,1402.214797115489,982.0969908038976,3202.131391857295
687.8550489673648,1680.7652643688778,1202.0633279403817,3570.6836412766243
604.6739657112246,1318.497461343376,1547.6593835408034,
901.6770658101354,1180.078315523995,920.7920167283766,3002.547398062507
581.3998134937906,1224.1966029800442,634.6713221965331,2440.267738670368
277.4419854763799,1152.4362662921922,,
905.4837207218062,1587.8129643620757,1835.2254942490144,4328.5221793328965
824.471145731512,1509.898725669314,,
59.10210438914695,931.9842538713566,308.6686289541301,1299.7549872146337
463.72399870983486,1457.0526330952212,609.7851722821487,2530.5618040872046
703.8333294963713,1637.9581297438526,782.4495499915872,3124.2410092318114
988.6195991900879,1143.4866454251453,1657.5996427126065,3789.7058873278397
,,,0
,,,0
,,,0
921.869900422551,1162.4005912997332,1280.0886075861645,3364.3590993084485
401.21383183154734,1293.0794155298063,468.1167031328397,2162.4099504941933
343.3824013448241,1303.7583059722306,1064.1925501042404,2711.333257421295
230.03192519856435,894.6967048746064,615.598737730404,1740.3273678035748
551.2766148764672,,916.7042086056609,1467.980823482128
390.3059649431244,466.76073794277477,1374.3672111337023,2231.4339140196016
528.976475708149,1362.2260943666033,1013.4839037552659,2904.6864738300183
786.5262780753948,1361.9452344043411,1346.0008521951518,3494.4723646748876
6.639408833636375,742.2406722354134,617.2512968916624,1366.1313779607121
203.1964671110517,216.70518034711216,,419.9016474581639
593.0497239073851,,688.2220149091935,1281.2717388165786
726.2532774641833,1197.3800898653885,1649.306601757937,3572.939969087509
699.572463308963,935.3364900750003,1621.328165941683,3256.2371193256463
732.8474352933633,1632.6314810541614,,2365.478916347525
676.8039309943057,1235.0367920148324,1282.0611224932159,3193.901845502354
777.9707606988133,904.5791534905293,881.834211696235,2564.3841258855773
953.0398129861444,1887.4568574500786,1830.3980897080612,4670.894760144284
248.57484404190703,,1178.8885593509801,1427.4634033928871
729.1195736692829,1210.6444136621426,887.3396110437344,2827.10359837516
,,,0
135.5293465476255,1058.6216663554953,840.54727646218,2034.6982893653008
771.7445882644291,1452.1645299452136,,2223.9091182096427
144.1475131717575,358.46530125581546,278.14044293781393,780.7532573653868
791.6541693119915,1716.5419078696473,797.8797771648685,3306.075854346507
303.76741070732623,1259.3462126430998,1239.3386335763412,2802.4522569267674
,,,0
889.9857946078597,1017.7013371214451,1319.8121889196827,3227.4993206489876
880.564213027376,1584.378717695793,1620.7126045655946,4085.6555352887635
635.6174948793341,1414.9157839915065,,2050.5332788708406
927.7902050186411,1156.3296810959407,1657.9536378304263,3742.073523945008
798.4383813064568,,851.1822048831755,1649.6205861896324
214.78450575362726,488.78463361752085,475.8389905684239,1179.408129939572
595.7474440858172,602.6425266264454,,1198.3899707122625
257.17914673385576,,1002.4970125997465,1259.6761593336023
882.936871514029,1475.97189310566,,2358.908764619689
119.26123976035034,1116.108739938132,813.4270223208034,2048.7970020192856
767.102018920848,834.2290409257289,1210.7986953729287,2812.1297552195056
373.39185098350725,1195.7931799973226,1267.5046372705146,2836.6896682513443
613.9851909012744,,751.788799619662,1365.7739905209364
,,,0
412.9044362304371,1162.9625038380584,785.1245881862824,2360.991528254778
682.2016648296822,1152.528326861906,1439.1074035869158,3273.837395278504
680.6082425044342,1426.0578874995842,,2106.6661300040187
57.04053394248752,967.4795733595035,,1024.5201073019912
128.8357725534059,1031.9104644366716,910.5651397147628,2071.3113767048403
933.4861523968184,1362.0524476342907,1858.4782079725019,4154.016808003611
400.89276736950046,1271.4056056057657,859.9608594331924,2532.2592324084585
457.5979745960959,1448.539447614322,1172.479445176639,3078.616867387057
464.58470702781204,832.4364032083512,,1297.0211102361632
918.2480303038665,1137.1472158453496,,2055.3952461492163
417.67864022600384,588.1135484430629,474.304502208986,1480.0966908780526
,,,0
418.34535236489876,1392.2492644144577,910.2172999787012,2720.8119167580576
658.6469550094575,886.8212685994462,1564.5781377671217,3110.0463613760253
837.8652457311935,,1334.696992795189,2172.5622385263823
746.7891274478484,1355.294823790742,1052.573297991171,3154.6572492297614
744.3458140705469,896.7712908854865,1715.3506086776424,
764.7191649645217,1685.383262314108,1302.921142432741,3753.0235697113703
620.9137191710771,973.9051833091366,1543.6129698151562,3138.43187229537
14.425854861897662,840.3572263824132,21.342849270246504,
715.8675545831733,,753.2256942673829,1469.0932488505562
641.352265910212,1096.9344949858846,876.359124444823,2614.6458853409194
31.073692863067894,643.791566709317,838.0375671864074,1512.9028267587923
,,,0
804.6726390093444,938.8164621942191,1650.0340072273364,3393.5231084309
207.44511624502206,976.2393309468144,612.5059662147569,1796.1904134065935
790.2227418055611,1042.860557170252,908.3353444021305,2741.4186433779437
668.4875240282801,1401.8408129950033,862.4651481303949,2932.7934851536784
101.86125900255817,455.4607687062156,151.1000706943394,708.4220984031132
604.2304137336471,1533.9035434677555,690.2776918621192,2828.411649063522
,,,
381.0696654321004,650.748123482701,1201.3215467260068,
63.11611004743389,732.8576419234873,582.901771058252,1378.8755230291733
914.8822526443112,1172.7869139708137,1327.2636708874954,3414.9328375026203
74.87862849073588,669.1411257347594,650.1572757168584,1394.1770299423538
873.5943181049548,1221.2148315087534,995.7726268944845,3090.581776508193
268.3141691773459,789.4820846853803,574.7664228422918,1632.562676705018
91.61648446258522,346.01593055580645,718.6990312641547,1156.3314462825463
790.5435285699677,795.3486578670193,1476.7902105800838,
,,,0
104.69966219628238,754.9668023158786,197.34720057035895,1057.01366508252
494.60276330540495,1001.9628944105468,764.4999198523345,
285.75325934370403,1059.612176056892,1152.679840408381,2498.045275808977
876.3539947928087,1140.6551242256633,1398.272231741389,3415.281350759861
485.7651777670297,1054.0921799599482,522.3676502052527,2062.2250079322307
135.75993970991405,959.9619991689432,743.7104081382558,1839.432347017113
,,,0
544.8558777119185,839.1500788579391,1005.1496312924412,2389.155587862299
458.5346031728994,1291.857905431747,810.8004648045367,
132.74921000379254,770.6559206214908,,903.4051306252834
104.93686059304706,242.232882058793,,347.16974265184007
,,,0
235.2535070608186,354.93298816139423,,590.1864952222129
686.4694827455799,1551.6601404973962,1306.7048205566894,3544.8344437996657
472.1028459380038,1126.3635957657925,734.0250429396337,2332.49148464343
678.9573175045081,865.4900193224641,1011.6600881808379,2556.10742500781
438.25410265162145,,1221.8841248348317,
725.1546082751496,1021.6366624102031,1697.840277931375,
960.1275374825539,1856.3492517753343,1229.6467511768335,4046.1235404347217
938.6379313326089,1685.9305585498728,1701.6092635136679,4326.1777533961495
,,,0
654.962565683963,857.9174442971306,1278.9829709058322,2791.862980886926
369.7186180858165,522.917784429688,1092.225579000604,1984.8619815161087
637.3069403213373,,1084.0844547250304,1721.3913950463675
133.79906192022077,984.7940266646995,,1118.5930885849202
684.9670965381849,,1547.2410849076712,2232.208181445856
61.53161231362537,985.2322139094506,419.07451788400647,1465.8383441070823
75.8254623837685,244.3817234715787,950.1804598271979,1270.387645682545
873.8688251183913,1612.5316948146574,1265.3724842494912,3751.77300418254
423.18619551945426,799.0741521183785,426.4865121340182,1648.746859771851
326.4846361369895,1203.3910809338408,377.2185242430815,1907.0942413139119
573.0300480796302,,1500.1736256565525,
173.04107971301283,,788.7974757780007,961.8385554910135
254.75093401996247,1023.0984971470784,953.1484084401902,2230.997839607231
933.994633088698,1668.298282575939,1102.6578609682954,
948.1477879003407,1777.4486569674725,1114.9607163298303,3840.557161197644
144.19763977765732,980.2007714456395,708.7046803049807,1833.1030915282774
256.85339423669814,1093.394466973714,468.4160538180705,1818.6639150284827
753.4436043166447,863.5127951429649,788.2121117890058,2405.1685112486157
644.5020317667346,1250.1665616410946,987.3476822692679,2882.016275677097
814.3956582717683,1616.0618159644864,995.7735641478627,
672.7840986371118,1138.226851283868,1553.0723515994116,3364.0833015203916
286.92455631935854,730.5928765821739,1200.622309268281,2218.1397421698134
576.6343945232235,922.8507597217707,741.3960097960086,2240.8811640410026
811.9951434069095,1370.027327538001,1532.486142093408,
467.38870665809446,1334.7668576124831,602.654185490633,2404.8097497612107
788.606230255919,1220.3410356779777,,2008.9472659338967
505.7373573287568,,1158.5196742597234,1664.2570315884802
249.1748321602804,264.84443013051555,574.0755258134171,1088.094788104213
369.69253952705355,1049.6654798890886,1054.7500298980947,2474.1080493142367
356.6625555791948,414.19301546198216,1258.7658086369556,2029.6213796781326
311.40128367417435,1076.6143481403428,,1388.0156318145173
24.031871981128752,,355.306230300102,379.33810228123076
164.36560858873236,954.0147100911977,,1118.38031867993
,,,0
,,,0
313.4392314343286,512.1771688606232,1088.7727532025035,1914.3891534974553
877.5537585771447,1131.898391252859,1137.4899806123813,3146.942130442385
435.489548261024,528.6788463924139,611.8613474368633,1576.0297420903012
334.8235237117641,638.2391479276426,861.2058506370444,1834.2685222764512
988.0354967884781,1279.7964072507052,1438.2992549173127,3706.131158956496
143.46562144107364,724.1430509176197,884.8190417318449,1752.4277140905383
841.378313993267,979.1008567854112,1121.3342119884953,2941.8133827671736
742.7234254015098,1178.6391187909826,937.0649648067281,2858.4275089992207
738.0859755871307,,823.5008908877548,
631.6379935221619,1032.85463547194,865.4031078718579,2529.8957368659594
74.47873142030689,541.2115919280393,311.6808259384945,927.3711492868407
334.84504281418407,1052.0156575435474,,1386.8607003577315
66.09801376395833,591.947176237348,953.8231345561964,1611.8683245575028
663.2884345511841,1530.7762252242196,942.7653824141579,
526.4353535579568,807.4387231125934,1469.439818844568,2803.313895515118
,,,0
841.043095572522,1022.5341561826764,1392.0678851318157,3255.645136887014
782.802727047777,1767.5623206282135,1054.3655497485413,3604.730597424532
889.299118515782,1031.5083524860117,1242.9635272967457,3163.7709982985393
418.37531536746314,1235.7809367027194,1091.037810719942,2745.1940627901245
779.9906512745656,1025.8122203304797,1291.1373931374108,3096.940264742456
686.7786099785199,992.8793081481535,,1679.6579181266734
665.0343944258856,1418.9339485093537,1231.7106538248267,3315.678996760066
522.152764599545,1239.8781500840785,,1762.0309146836235
631.2972142782096,1550.3316369379945,1554.346778220519,3735.975629436723
177.4504102845038,1063.6872550562032,302.7518005752081,1543.889465915915
521.1256946138806,546.2597658174238,715.877967970499,1783.2634284018034
206.70303167836846,1108.432709879262,242.73727394886532,1557.8730155064957
3.042536200236418,301.2228582433765,16.01082087252179,
164.82630560914106,446.947378860499,1091.4125236566626,1703.1862081263027
858.9237519029515,1471.7124936600414,997.6110118357874,3328.24725739878
33.61538084650439,470.2719330734196,564.4387113681947,1068.3260252881187
694.2321030565644,1311.2480714008357,1007.3501935066556,
975.2217287858621,1618.8357515967143,1680.049203446362,4274.106683828939
289.2508899545498,,321.0984419051044,610.3493318596542
233.7198307185927,702.3013897374309,534.2846780412872,1470.3058984973109
949.0443344061235,956.4201272857074,1643.6142756209056,
439.85254352989625,1059.4190323999555,1063.6011319916552,2562.872707921507
83.51771528307874,636.8265724998615,459.84269520767555,1180.186982990616
804.2281894416845,1468.4066674297715,918.2475865373306,3190.8824434087865
380.62515281858265,,1361.8532269335083,
473.5691550537109,940.2094192634584,1140.4657934814231,
,,,0
283.0917623045344,,848.4107760593881,
985.9047414354087,1592.4480426716477,1008.0865676322525,3586.439351739309
583.9800330932176,1538.0624943827158,600.922948470328,
771.9781234860519,1018.8984492881109,1503.4983016832932,3294.374874457456
5.836795405539089,309.57473824549885,364.3082890797599,679.7198227307979
852.4005040575943,1377.4077753621493,1464.9450718386365,3694.75335125838
510.0001749633169,683.8721862568476,952.0161521329113,2145.8885133530757
263.76338554821257,322.75101976695265,1171.4260561071706,1757.9404614223358
520.574616182646,,568.5633373810631,1089.137953563709
154.94873750047563,1041.7777531838067,513.810126490195,1710.5366171744772
460.68240508803007,1193.8030849536974,1075.4036888723338,2729.889178914061
427.2411104427197,1222.4483789192095,801.6928295961748,2451.382318958104
29.062174706932684,386.1418636814631,282.19435446279533,697.3983928511911
842.0264253382855,1367.2938998435816,1730.4107545613138,
314.12181509065584,345.36056071746,392.2670344862954,1051.7494102944113
256.2256387376234,919.707821522992,533.7296027482037,1709.663063008819
785.1066310362422,1238.9947265727692,1565.7752589506501,
375.3907193294619,,758.2938884659342,
395.12826361502346,1378.910807362683,869.341128929382,
261.11363367602576,474.7950106810216,576.0006650586147,1311.909309415662
32.60606067049346,943.3037987118616,417.55556028578326,1393.4654196681383
504.0588811401892,809.9302796655229,1056.795901583151,2370.785062388863
470.61341209902133,723.9750301955513,943.1492151719277,2137.7376574665004
830.528389209463,837.4233983778989,1405.163675879398,3073.11546346676
,,,0
327.716043870659,413.8801076775365,,
827.5510251203305,893.6193653260244,1718.671175606099,3439.841566052454
,,,0
311.98615928056824,765.4146478805828,1044.221330607204,2121.622137768355
126.50595949582267,1081.7306216049963,133.53994935531153,1341.7765304561306
950.7732846358339,,1529.5665517688321,2480.339836404666
270.7004461614492,841.8384597783265,1054.5647591862248,2167.1036651260006
144.32839295763665,816.4726762707418,1038.4152691913819,1999.2163384197602
,,,0
406.72538943256274,1114.972963565119,1173.5110165645144,2695.209369562196
320.22922563372833,795.5243712102115,1138.3747643151253,
989.0181229048978,1536.3532589432355,1508.398110070473,4033.769491918606
787.8464345554744,1067.7013312684867,1635.512032794237,3491.0597986181983
245.80198825257645,876.4273022390748,639.9345415318858,1762.163832023537
984.189208954715,1285.5279422922122,1715.0678460843064,3984.7849973312336
551.4931441100276,1333.8831754218825,1047.5865855951643,2932.9629051270745
970.3509774981952,1549.4659915532015,1095.7333933234881,
417.7562819527659,723.5566892983,1219.8832850063873,2361.196256257453
300.0378953729511,439.64460583366326,944.0645129162765,1683.747014122891
463.1774378456906,844.1147087458664,,1307.292146591557
52.98108275472097,562.3864146000737,567.9425314601579,1183.3100288149526
,,,0
758.9147908118433,836.9149498160508,1348.6361430452293,2944.4658836731232
813.0524725618568,1667.9443898012214,1186.9305940492786,3667.927456412357
791.8898560037914,,1605.9983764191043,
486.95589254698916,1043.6808446995854,503.40303054593534,2034.0397677925098
627.4473907215929,1177.3092622010054,1409.0694098263589,3213.826062748957
719.2326286738949,1278.3058036994003,775.9344198570732,2773.4728522303685
8.567262954732799,291.3537083147843,478.5609926527061,778.4819639222231
176.1798475701915,642.1741122416595,524.0798206727193,1342.4337804845702
784.1051686989784,793.3240283451087,985.6607461891219,2563.089943233209
739.1507672380424,1289.70069795177,749.2901886621589,2778.1416538519716
,,,0
276.015907405896,662.5483821215914,1020.2915318337762,1958.8558213612637
804.2285603102583,,1169.97418358403,1974.2027438942882
887.1718985876367,1066.1369954626227,,1953.3088940502594
292.25482361880535,1101.4351822371448,686.8476023611099,2080.53760821706
943.1820382760416,1884.5609918479036,,
334.733081621405,539.2617847981951,,873.9948664196002
89.98352357094937,1000.7160644138513,381.44179867734647,1472.1413866621472
908.2529217299999,1895.5287072387741,1479.2729344844183,4283.054563453193
559.7358443385607,1320.7582251941326,1439.1653707320206,3319.659440264714
,,,0
141.5344138884633,924.2623623025689,510.20471187921214,1576.0014880702442
212.0384844193098,,,212.0384844193098
316.4687912828826,1009.7205786541585,1003.5007791456487,2329.69014908269
,,,0
885.7157787361606,1449.159708767149,1747.7172587459393,
485.8001484239993,1372.1884443781507,503.44721106679197,2361.435803868942
290.4548342312698,,1092.6304728452492,1383.085307076519
165.85990156332767,,613.6876037657624,779.5475053290901
126.80129090474358,,391.11772042774385,517.9190113324875
724.2276707462481,,779.6418421979207,1503.869512944169
596.2388748959514,983.4728109326668,1494.943130494447,3074.654816323065
,,,0
706.5466837942693,1568.087614753464,,2274.634298547733
740.0072618033466,1011.0373414700771,1429.4980679837531,
354.71563225327736,921.8330074506283,989.6104834220025,2266.159123125908
755.2894301624666,1369.6793802807038,,2124.9688104431702
486.3340446338551,898.9234978085808,1050.3402795876762,2435.597822030112
580.1003277713047,1518.124671746189,855.9931805356114,2954.2181800531052
,,,0
199.6052202108889,744.3240750653142,620.1196249414705,1564.0489202176736
984.8802378217091,1843.937488438164,1659.798029819127,4488.615756079
234.2289369625702,682.0271888885981,905.771203982237,1822.0273298334052
95.38107722122366,731.2591216841258,733.968632824824,1560.6088317301735
728.3131704302259,1555.242856066722,783.6549479329381,3067.210974429886
885.3527604908548,1126.398574275994,1558.3621779868952,3570.113512753744
431.0957576488826,740.8340026396165,719.9772019358351,1891.9069622243342
157.46312932110044,290.6412426560325,249.25520030253335,697.3595722796663
494.2140349448589,624.7443480130951,,1118.958382957954
152.63550420309954,1110.5698284527937,637.6915842267531,1900.8969168826463
,,,0
899.4274755502958,1747.4608385576971,1322.48494681068,3969.3732609186727
501.6709994186381,1364.1557192017874,1045.7524133176116,2911.579131938037
,,,0
472.8963135420503,875.2441109479696,975.609967596062,2323.750392086082
247.70614387250384,1237.2875855276661,882.1471580736271,2367.140887473797
,,,0
834.6129548467533,,1694.9414045250955,2529.554359371849
490.10316706178463,953.2069766915023,1230.4322506297508,2673.7423943830377
307.7046955624277,1203.977305281493,622.0962438985823,2133.778244742503
226.3753389430477,880.2868464991203,311.9867894632256,1418.6489749053935
604.8789379446431,1268.1415983826973,750.0698761426278,2623.090412469968
878.2951863588436,1059.1640471636813,1820.0956175010774,3757.554851023602
651.4297635798973,748.5903149895414,1006.4636246856529,2406.4837032550918
933.7239807965815,1136.8449214182679,1638.0439703774696,3708.612872592319
466.3989029976439,502.6667117044127,1404.000311231136,2373.065925933193
285.8168174316285,1092.8322106027238,,1378.6490280343523
295.96711041613884,760.7748566190245,799.0615151997115,1855.8034822348748
751.7097418831302,1436.8143008490438,1339.6377673186007,3528.161810050775
738.3053543097656,1244.3543768904735,1408.344632785223,3391.004363985462
223.64215634699326,1123.6572527706167,996.2776867422549,2343.577095859865
410.8691984048616,964.4201899301859,1301.2355104867506,2676.524898821798
264.8173217910503,655.9317700593742,734.0125595925488,1654.7616514429733
381.68544694588275,712.9664707209375,579.9418117687203,1674.5937294355406
,,,
225.04827244302817,381.22885539381025,492.03614113842553,1098.313268975264
105.90086034245503,908.5846261426367,166.4086344974277,1180.8941209825193
,,,0
647.4763048827726,1576.5464102058668,1285.2861828711953,
175.5478103066473,820.7524505102199,,996.3002608168672
241.54015361566633,874.6338062054928,518.3849985490513,1634.5589583702103
591.1831452250376,1084.8355623139678,989.7622221368304,2665.780929675836
186.3000836150881,460.00891358331677,877.9385470366374,1524.2475442350424
480.8777112706332,1166.3393159464426,888.6997276806653,
852.1869196321421,1073.7121463164353,1695.1945823994047,3621.0936483479823
476.4435422722257,1329.2597560900094,1290.7514918425704,3096.4547902048057
244.49395309695237,849.2851776025011,662.0532146626531,1755.8323453621065
897.4455733382871,1190.5941515431591,1721.8179044419799,
256.41226448602487,933.4435351466957,,1189.8557996327206
883.5758065458893,1630.45020953201,1813.4012078041328,4327.427223882032
15.185475333148618,895.047031989304,595.7741508582249,1506.0066581806775
400.9557643489908,853.3003350762297,1046.9568873349663,2301.2129867601866
541.1015961895324,,750.2153069946509,1291.3169031841833
836.134536170999,,1802.6730899956374,
687.254057778482,1005.9330309912757,1569.1702343858026,
243.20512777811237,673.8448311062396,747.6717308350475,1664.7216897193994
791.6915776465864,1433.6621278067614,1301.584714892807,3526.938420346155
738.3974145570639,1079.2272992831663,750.4178786787006,2568.042592518931
810.5807642634505,1277.034295896835,1029.4560017204358,3117.071061880721
,,,0
449.9331581945176,1245.8774145320408,1372.0490918766272,3067.8596646031856
450.4537803855859,830.5248810411334,489.174072489637,1770.1527339163563
319.7219514080241,794.2712725312499,607.819528889911,1721.812752829185
698.1050398233963,845.0371820737024,,1543.1422218970988
